id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7468989257467921174,2025-02-08 10:13:58,nur Wahlprogramm die hatten viele Jahre Zeit um das schon zu ändern nicht glaubwürdig ,8,0,7468967917980224790,7468967917980224790,negative,-1.0,"['😡', '😡']"
7469003979255497494,2025-02-08 11:10:37,das erzählen die schon lange es wird immer schlimmer wir sollen noch gläserner werden,2,0,7468967917980224790,7468967917980224790,negative,,"['🤐', '🤐', '🤐', '🤐']"
7468970737051648790,2025-02-08 09:01:41,Immer das gleiche Gelaber vor der Wahl,2,0,7468967917980224790,7468967917980224790,negative,,[]
7468969891249832726,2025-02-08 08:58:36,,2,0,7468967917980224790,7468967917980224790,negative,1.0,"['😂', '😂', '😂', '😂', '😂']"
7469009267908297494,2025-02-08 11:31:14,,1,0,7468967917980224790,7468967917980224790,negative,1.0,"['😳', '😳', '😳', '😳', '😳', '😳', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣']"
7468974830169408278,2025-02-08 09:18:03,"und das ist vor der Wahlwas nach einer Wahl tatsächlich passiertwissen wir doch alle
weg von dem EU Schwachsinn das wäre nen Anfang",1,0,7468967917980224790,7468967917980224790,negative,,[]
7484692004711613206,2025-03-22 17:47:45,,0,0,7468967917980224790,7468967917980224790,negative,1.0,"['💙', '💙', '💙', '💙']"
7468693011485901590,2025-02-07 15:04:19,,1,0,7468633111199255830,7468633111199255830,negative,1.0,"['💙', '💙', '💙']"
7468675327633883926,2025-02-07 13:55:47,,1,0,7468633111199255830,7468633111199255830,negative,1.0,"['💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙']"
7468688286036067094,2025-02-07 14:45:51,Guten Morgen kann ich da nur sagen Lohnen tut sich das nur für die Altparteien,0,0,7468633111199255830,7468633111199255830,negative,,[]
7468634136183800598,2025-02-07 11:16:22,Wie stehst du zu eurer Abstimmung mit der AfD Bei der zweiten Abstimmung am Freitag wusstet ihr dass die nur mit der AfD zustande kommt Warum hat die CDU dennoch mehrheitlich mit Ja gestimmt,0,0,7468633111199255830,7468633111199255830,negative,,[]
7468232774911001366,2025-02-06 09:18:21,Niemals mehr CDU,7,0,7468230769564208406,7468230769564208406,negative,,[]
