id,create_time,text,like_count,reply_count,parent_comment_id,video_id,sentiment,emoji_sentiment,extracted_emojis
7455777855109202710,2025-01-03 19:46:09,Out  Kinderbuchautoren als Wirtschaftsminister die Deutschland in die Rezession gestürzt haben und zur Belohnung Kanzler werden wollen,2,1,7455678277861117206,7455678277861117206,neutral,,[]
7457219993186059013,2025-01-07 17:02:29,,1,0,7455678277861117206,7455678277861117206,negative,1.0,"['🥰', '🌹', '❤️']"
7455963682905441046,2025-01-04 07:47:43,Out Parteien die sich um Ausland in den Wahlkampf einschalten und dann weinen wenn aus dem Ausland Wahlempfelungen für Deutschland kommen,0,3,7455678277861117206,7455678277861117206,neutral,,[]
7457220038035374853,2025-01-07 17:02:38,,1,0,7454999446565195030,7454999446565195030,negative,1.0,"['❤️', '🌹', '🥰']"
7464716102876021526,2025-01-27 21:51:48,,0,0,7464640552512933142,7464640552512933142,negative,1.0,"['🙈', '🙈', '🙈']"
7468973821074064150,2025-02-08 09:14:01,Warum ich nicht GRÜN wähle Weil ich nicht möchte dass unsere Kinder in Parks und auf Weihnachtsmärkten abgestochen werden,0,1,7468722464684543254,7468722464684543254,neutral,,[]
7469005568339247894,2025-02-08 11:16:53,Herz statt Merzafd ,1,0,7468702791784041750,7468702791784041750,neutral,,['❤️']
7470166790119932677,2025-02-11 14:22:48,KryptoInvestitionen verändern das Leben Ich habe in 6 Tagen 2000  in 18000  verwandelt Mit der Hilfe von Erzieher Samuel,0,0,7468702791784041750,7468702791784041750,neutral,,[]
7468713341637837590,2025-02-07 16:22:55,"Hoffentlich nie wieder grün
Sonst hat Deutschland fertig",0,5,7468702791784041750,7468702791784041750,negative,,[]
7471059019114529558,2025-02-14 00:06:30,Eine gute kompetente Politikerin Aber warum ist beim Abbau fossiler Subventionen so wenig passiert Steht ihr noch für gerechten Stopp aller fossilen Subventionen,0,2,7471044153862868246,7471044153862868246,negative,,[]
7473864539105919766,2025-02-21 13:32:10,was habt ihr alle mit eurem Döner,8,1,7473861724727282966,7473861724727282966,positive,,[]
7473871268598989590,2025-02-21 13:58:36,"
LinkeGrüneSPD 25

Für ein buntesfreies und bezahlbares Deutschland ",2,3,7473861724727282966,7473861724727282966,neutral,1.0,"['💚', '\U0001fa77', '❤️', '❤️', '\U0001fa77', '💚', '💖', '💖', '💖', '💖', '💖', '💖']"
7474185527137370903,2025-02-22 10:17:56,,1,1,7473861724727282966,7473861724727282966,negative,1.0,"['💚', '❣️']"
7473921236222001942,2025-02-21 17:12:00,Für ein bessere Zukunft für uns unsere Kinder und Enkelkinder beide Stimmen TeamHabeck Habeck4Kanzler TeamRobert Merzverhindern Söderverhindern AfDverhindern Zuversicht,1,0,7473861724727282966,7473861724727282966,neutral,1.0,"['💚', '💚', '💚', '💚', '💚']"
7473865143853122326,2025-02-21 13:34:31,,1,1,7473861724727282966,7473861724727282966,negative,1.0,"['💯', '👍']"
7478742474123838230,2025-03-06 17:00:37,Warum tun Politiker im Wahlkampf immer so als wären die einer von uns Like wer kauft das denen ab ,0,0,7473861724727282966,7473861724727282966,negative,-1.0,"['😭', '😭', '😭']"
7474140116237517590,2025-02-22 07:22:22,"die Döner sind klasse
gehören zu uns 
hoffentlich kosten die demnächst nicht 20 weil ihr die Energiekosten immer mehr in die Höhe treibt",0,0,7473861724727282966,7473861724727282966,positive,,['👍🏻']
7473916453898896150,2025-02-21 16:53:47,hሀገረበየፀከበ wer rechts ist,0,0,7473861724727282966,7473861724727282966,negative,,[]
7473884502860776214,2025-02-21 14:49:46,Und in 2 Wochen wird dann mit Bauchschmerzen mit der CDU regiert Bis dahin gilt Die Linken übernehmen keine Verantwortung,0,0,7473861724727282966,7473861724727282966,neutral,,[]
7473868222283907862,2025-02-21 13:46:20,"            
 

     
          
               ",2,1,7473848345807637782,7473848345807637782,negative,1.0,"['💚', '💚', '💚', '💚', '💚', '💚', '💚', '💚', '💚', '🌻', '🌻', '🌻', '🌻', '💚', '💚', '🌻', '🌻', '💚', '💚', '💚']"
7473856180511965974,2025-02-21 12:59:44,NIEMALS AFD WAHLENBITTE DANKE,0,0,7473848345807637782,7473848345807637782,positive,,[]
7473928845700678422,2025-02-21 17:41:35,"
LinkeGrüneSPD 25

Für ein buntesfreies und bezahlbares Deutschland ",2,0,7473835764757925142,7473835764757925142,neutral,1.0,"['💚', '\U0001fa77', '❤️', '❤️', '\U0001fa77', '💚', '💖', '💖', '💖', '💖', '💖', '💖']"
7474184498625299222,2025-02-22 10:13:45,,1,1,7473835764757925142,7473835764757925142,negative,1.0,['💚']
7473957743477555990,2025-02-21 19:33:34,Du wunderbarer Mensch ,1,0,7473835764757925142,7473835764757925142,positive,1.0,"['🙏🏻', '💚']"
7473934585455624982,2025-02-21 18:04:03,"Es waren damals nicht alle Deutschen N4zIs
Deshalb um so erschreckender daß jetzt immer mehr zum Rechtsextremismus neigen
Nie wieder ist jetzt
Nie AfD
So wichtig",0,0,7473835764757925142,7473835764757925142,negative,,[]
